anchor,positive,negative
"structured vintage utility pants utility pants coral wool rainy weather, sporty, travel friendly, cold weather, casual, party wear, tall friendly","heritage rustic utility pants utility pants pastel green cotton oversized, checked, streetwear, tall friendly, party wear","rustic trendy t-shirts t-shirts peach denim rainy weather, autumn, minimalist, polka dot, party wear, vintage, skinny friendly"
tie-dye utility pants silk,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","structured wide leg oversize tee oversize tee blue leather rainy weather, party wear, patterned, edgy, urban, comfy, monochrome"
"slim fit neutral t-shirts t-shirts crimson velvet layering, minimalist, medium skin, oversized, comfy, tall friendly, office wear, luxury","retro luxury hoodies & jackets hoodies & jackets crimson wool preppy, monochrome, formal, urban, checked","relaxed retro oversize tee oversize tee mustard fleece luxury, skinny friendly, preppy, spring, urban, formal"
charcoal t-shirts polyester,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","urban retro shorts shorts mint jacquard urban, polka dot, streetwear, comfy, stripes, neutral skin, luxury"
"heritage sporty track pants track pants pink modal athleisure, curvy friendly, skinny friendly, old money, neutral skin, monochrome, preppy, checked","vintage layered track pants track pants crimson polyester neutral skin, preppy, layering, casual, minimalist, old money","classic sporty polos polos peach wool urban, minimalist, cottagecore, autumn, slim fit, tall friendly, casual"
"soft relaxed joggers & pants joggers & pants striped wool athleisure, monochrome, casual, travel friendly, office wear, festival, petite friendly, rainy weather","luxury luxury joggers & pants joggers & pants olive fleece y2k, party wear, medium skin, travel friendly, neutral skin, fair skin","urban smart coats coats coral denim floral, hot weather, comfy, y2k, summer, curvy friendly"
"refined patterned hoodies & jackets hoodies & jackets pink silk business casual, hot weather, curvy friendly, comfy, rainy weather, tall friendly, festival","structured rustic hoodies & jackets hoodies & jackets blue wool dark skin, streetwear, athleisure, winter, hot weather, autumn, summer","structured retro denim jackets denim jackets pink modal hipster, festival, eco-friendly, neutral skin, streetwear, skinny friendly, minimalist, petite friendly"
"bold structured beach wear beach wear black corduroy beach wear, summer, hipster, streetwear, slim fit, preppy, old money","tailored bold shorts shorts black bamboo cold weather, hipster, travel friendly, checked, monochrome, dark skin, edgy, sporty","refined structured oversize tee oversize tee striped fleece office wear, medium skin, hipster, minimalist, rainy weather, checked"
"vintage layered track pants track pants crimson polyester neutral skin, preppy, layering, casual, minimalist, old money","refined bold track pants track pants yellow bamboo edgy, rainy weather, tall friendly, festival, stripes, eco-friendly, spring, minimalist","oversized bold tanks tanks black velvet comfy, formal, travel friendly, business casual, spring, summer"
"comfy functional beach wear beach wear multi-color velvet sporty, autumn, neutral skin, skinny friendly, petite friendly, medium skin, slim fit","trendy preppy kimono kimono multi-color leather comfy, medium skin, urban, beach wear, festival, hot weather","elegant wide leg track pants track pants pastel blue silk urban, streetwear, athleisure, luxury, festival, floral, oversized"
"dynamic preppy chinos chinos olive rayon comfy, preppy, casual, spring, formal, stripes","wide leg smart chinos chinos tie-dye leather oversized, urban, petite friendly, preppy, monochrome, festival","elegant casual shorts shorts tan velvet oversized, streetwear, rainy weather, floral, luxury"
"dynamic lightweight shorts shorts grey velvet slim fit, beach wear, athleisure, casual, preppy, monochrome, spring, cold weather","neutral textured tanks tanks grey silk neutral skin, travel friendly, party wear, monochrome, curvy friendly, petite friendly, office wear","oversized textured shorts shorts navy denim tall friendly, formal, patterned, eco-friendly, stripes, old money, skinny friendly, curvy friendly"
"lightweight urban cardigans cardigans multi-color fleece monochrome, dark skin, polka dot, winter, layering, edgy, streetwear","classic structured hoodies & jackets hoodies & jackets multi-color bamboo vintage, medium skin, monochrome, festival, patterned, stripes, business casual, hipster","luxury casual blazers blazers crimson denim spring, old money, y2k, monochrome, autumn"
"luxury bright cardigans cardigans pastel green jacquard patterned, hot weather, medium skin, luxury, spring, office wear, casual, summer","trendy refined beach wear beach wear pastel green velvet urban, hipster, sporty, casual, petite friendly, travel friendly","casual sporty beach wear beach wear plaid modal urban, oversized, festival, travel friendly, monochrome, hot weather, casual"
"tailored neutral sweatshirts sweatshirts black polyester dark skin, beach wear, travel friendly, polka dot, festival, skinny friendly, stripes, casual","heritage neutral sweatshirts sweatshirts teal rayon edgy, floral, cottagecore, festival, athleisure, hot weather","classic classic hoodies & jackets hoodies & jackets tie-dye modal comfy, hot weather, y2k, fair skin, stripes, casual"
"oversized rustic shorts shorts red fleece business casual, y2k, petite friendly, patterned, skinny friendly, cold weather","tailored bold shorts shorts black bamboo cold weather, hipster, travel friendly, checked, monochrome, dark skin, edgy, sporty","heritage heritage t-shirts t-shirts grey rayon tall friendly, cottagecore, preppy, beach wear, stripes"
pastel pink track pants jacquard,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","heritage heritage polos polos multi-color jacquard festival, patterned, business casual, edgy, dark skin, eco-friendly, party wear, preppy"
"relaxed textured blazers blazers off-white silk old money, slim fit, travel friendly, streetwear, minimalist","luxury oversized blazers blazers peach fleece cold weather, monochrome, winter, comfy, minimalist, travel friendly","retro camo tanks tanks peach cotton beach wear, preppy, hot weather, summer, old money, comfy, festival, formal"
"bright soft sweatshirts sweatshirts black fleece comfy, oversized, layering, preppy, polka dot, summer, festival","classic structured sweatshirts sweatshirts plaid rayon autumn, eco-friendly, hot weather, layering, monochrome, comfy, business casual","bright modern coats coats pastel blue leather oversized, hipster, casual, office wear, dark skin, skinny friendly"
"minimalist wide leg coats coats multi-color wool tall friendly, urban, luxury, athleisure, sporty, beach wear","chic textured t-shirts t-shirts multi-color corduroy athleisure, slim fit, cold weather, spring, comfy, tall friendly","slim fit casual blazers blazers teal cotton formal, spring, athleisure, y2k, festival, business casual, floral"
"casual bold coats coats maroon wool comfy, hot weather, casual, petite friendly, vintage, hipster, skinny friendly, tall friendly","smart rustic hoodies & jackets hoodies & jackets maroon wool luxury, summer, slim fit, fair skin, dark skin, floral, old money","slim fit urban kimono kimono teal velvet autumn, vintage, monochrome, petite friendly, skinny friendly"
"lightweight elegant sweatshirts sweatshirts pink jacquard rainy weather, neutral skin, slim fit, vintage, beach wear, monochrome","chic modern sweatshirts sweatshirts charcoal modal casual, layering, floral, vintage, formal, neutral skin, athleisure","elegant heritage denim jackets denim jackets yellow bamboo fair skin, dark skin, hot weather, travel friendly, eco-friendly"
"modern wide leg cardigans cardigans blush modal y2k, curvy friendly, tall friendly, formal, vintage, cottagecore","vintage slim fit cardigans cardigans plaid cotton old money, hot weather, y2k, cottagecore, travel friendly","rustic luxury kimono kimono brown cotton petite friendly, checked, winter, party wear, hipster"
"trendy bold sweatshirts sweatshirts red velvet petite friendly, y2k, floral, cottagecore, winter, checked, office wear, fair skin","rustic refined hoodies & jackets hoodies & jackets red fleece slim fit, curvy friendly, urban, sporty, tall friendly","retro functional utility pants utility pants navy silk festival, monochrome, winter, checked, eco-friendly, oversized, cold weather"
"functional classic blazers blazers multi-color rayon hipster, skinny friendly, luxury, urban, y2k, spring","minimalist modern hoodies & jackets hoodies & jackets multi-color wool slim fit, autumn, hot weather, medium skin, polka dot, edgy","slim fit bright sweatshirts sweatshirts olive rayon dark skin, urban, stripes, tall friendly, floral, office wear, eco-friendly, preppy"
"smart comfy coats coats checked fleece slim fit, checked, y2k, sporty, summer, athleisure, streetwear, festival","slim fit classic beach wear beach wear checked corduroy comfy, eco-friendly, neutral skin, old money, winter, travel friendly","modern retro track pants track pants brown silk luxury, festival, monochrome, formal, comfy, autumn"
"preppy essential joggers & pants joggers & pants mustard tencel floral, layering, hipster, formal, business casual, y2k, eco-friendly, athleisure","minimalist essential sweatshirts sweatshirts mustard velvet festival, formal, floral, office wear, curvy friendly, athleisure","heritage urban track pants track pants olive silk y2k, beach wear, layering, monochrome, autumn, sporty, checked"
