preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts
490.0,490.0,"T-SHIRTS, BEACH WEAR, SWEATSHIRTS","Off-white, Beige, Maroon","Rayon, Velvet",Brand_7,"Minimalist, Athleisure, Beach Wear",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.335060
491.0,491.0,"SWEATSHIRTS, T-SHIRTS, TRACK PANTS","Pastel Green, Grey, Beige","Linen, Velvet",Brand_8,"Party Wear, Preppy, Casual",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.335241
492.0,492.0,"UTILITY PANTS, TANKS, HOODIES & JACKETS","Plaid, Off-white, Navy","Wool, Cotton",Brand_15,"Hipster, Eco-friendly, Vintage",Fair Skin,Tall Friendly,,2025-11-19 14:56:19.335371
493.0,493.0,"BLAZERS, TRACK PANTS, TANKS","Crimson, Blush, Charcoal","Tencel, Linen",Brand_18,"Luxury, Formal, Party Wear",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.335494
494.0,494.0,"HOODIES & JACKETS, POLOS, BLAZERS","Tan, Polka Dot, Striped","Silk, Linen",Brand_10,"Casual, Cottagecore, Hipster",Dark Skin,Petite Friendly,,2025-11-19 14:56:19.335615
495.0,495.0,"SHORTS, COATS, CHINOS","Brown, Polka Dot, White","Leather, Corduroy",Brand_4,"Preppy, Office Wear, Casual",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.335744
496.0,496.0,"JOGGERS & PANTS, CHINOS, HOODIES & JACKETS","Peach, Off-white, Coral","Corduroy, Polyester",Brand_17,"Eco-friendly, Casual, Cottagecore",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.335864
497.0,497.0,"BLAZERS, CHINOS, CARDIGANS","Pink, Black, Olive","Modal, Jacquard",Brand_10,"Casual, Party Wear, Minimalist",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.335982
498.0,498.0,"TANKS, POLOS, UTILITY PANTS","Pink, Maroon, Sky Blue","Jacquard, Polyester",Brand_18,"Athleisure, Eco-friendly, Beach Wear",Dark Skin,Curvy Friendly,High,2025-11-19 14:56:19.336100
499.0,499.0,"OVERSIZE TEE, TRACK PANTS, COATS","Orange, White, Pastel Pink","Denim, Corduroy",Brand_15,"Beach Wear, Athleisure, Hipster",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.336234
500.0,500.0,"JOGGERS & PANTS, BLAZERS, OVERSIZE TEE","Grey, Pastel Green, Charcoal","Tencel, Rayon",Brand_13,"Party Wear, Eco-friendly, Office Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.336362
251.0,251.0,"TRACK PANTS, CARDIGANS, UTILITY PANTS","Pink, Polka Dot, Striped","Polyester, Corduroy",Brand_11,"Athleisure, Cottagecore, Preppy",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.304833
326.0,326.0,"UTILITY PANTS, DENIM JACKETS, POLOS","Black, Brown, Crimson","Velvet, Linen",,"Luxury, Casual, Preppy",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.314268
436.0,436.0,"HOODIES & JACKETS, JOGGERS & PANTS, TANKS","Teal, Peach, Orange","Cotton, Jacquard",Brand_3,"Preppy, Y2K, Casual",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.328164
117.0,117.0,"OVERSIZE TEE, UTILITY PANTS, JOGGERS & PANTS","Blush, Sky Blue, Red","Leather, Fleece",Brand_16,"Party Wear, Athleisure, Beach Wear",Fair Skin,Petite Friendly,,2025-11-19 14:56:19.286484
347.0,347.0,"OVERSIZE TEE, HOODIES & JACKETS, SHORTS","Olive, Checked, Pink","Cotton, Wool",Brand_8,"Y2K, Beach Wear, Luxury",Neutral Skin,,Low,2025-11-19 14:56:19.316844
196.0,196.0,"HOODIES & JACKETS, CHINOS, BEACH WEAR","Black, Pink, Polka Dot","Linen, Cotton",Brand_13,"Beach Wear, Preppy, Luxury",Medium Skin,Curvy Friendly,,2025-11-19 14:56:19.297715
47.0,47.0,"CHINOS, OVERSIZE TEE, SWEATSHIRTS","White, Peach, Multi-color","Corduroy, Bamboo",Brand_13,"Office Wear, Luxury, Hipster",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.275191
284.0,284.0,"OVERSIZE TEE, UTILITY PANTS, TRACK PANTS","Maroon, Blue, Yellow","Polyester, Leather",Brand_2,"Cottagecore, Minimalist, Eco-friendly",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.308955
283.0,283.0,"OVERSIZE TEE, SHORTS, JOGGERS & PANTS","Mint, Camouflage, Tan","Bamboo, Jacquard",Brand_4,"Preppy, Hipster, Minimalist",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.308835
,481.0,"BEACH WEAR, T-SHIRTS, TRACK PANTS","Crimson, Plaid, Grey","Denim, Cotton",Brand_17,"Party Wear, Eco-friendly, Streetwear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.333962
379.0,379.0,"JOGGERS & PANTS, COATS, TRACK PANTS","Camouflage, Green, Blue","Tencel, Modal",Brand_16,"Vintage, Casual, Cottagecore",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.321020
192.0,192.0,"POLOS, COATS, TRACK PANTS","Checked, Pink, Plaid",,Brand_16,"Cottagecore, Luxury, Preppy",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.297198
338.0,338.0,"SWEATSHIRTS, HOODIES & JACKETS, T-SHIRTS","Olive, Black, Mint","Cotton, Corduroy",Brand_17,"Athleisure, Office Wear, Preppy",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.315750
468.0,468.0,"T-SHIRTS, SHORTS, UTILITY PANTS","Sky Blue, Polka Dot, Striped","Fleece, Cotton",Brand_17,"Party Wear, Casual, Cottagecore",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.332251
134.0,134.0,"JOGGERS & PANTS, OVERSIZE TEE, DENIM JACKETS","Navy, Pastel Blue, Multi-color","Rayon, Velvet",Brand_19,"Cottagecore, Streetwear, Formal",Fair Skin,,Medium,2025-11-19 14:56:19.289053
3.0,3.0,"COATS, JOGGERS & PANTS, SWEATSHIRTS","Brown, Tan, Yellow","Denim, Modal",Brand_19,"Hipster, Beach Wear, Eco-friendly",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.269539
250.0,250.0,"CARDIGANS, BEACH WEAR, BLAZERS","Orange, Pastel Green, Tie-dye","Wool, Jacquard",Brand_13,"Beach Wear, Office Wear, Eco-friendly",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.304713
58.0,58.0,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Pastel Pink, Brown, Striped","Jacquard, Bamboo",Brand_19,"Party Wear, Preppy, Athleisure",Dark Skin,Petite Friendly,,
53.0,53.0,"TANKS, T-SHIRTS, SHORTS","Blush, Chocolate, Beige","Leather, Rayon",Brand_11,"Streetwear, Athleisure, Beach Wear",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.276546
339.0,339.0,"CHINOS, JOGGERS & PANTS, TANKS","Grey, Pink, Tan","Wool, Cotton",Brand_9,"Eco-friendly, Streetwear, Athleisure",Medium Skin,Tall Friendly,,2025-11-19 14:56:19.315868
327.0,327.0,"TANKS, DENIM JACKETS, SHORTS","Blue, Tie-dye, Charcoal","Jacquard, Tencel",Brand_17,"Minimalist, Casual, Office Wear",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.314388
177.0,177.0,"CARDIGANS, DENIM JACKETS, KIMONO","Pastel Pink, Pastel Blue, Multi-color","Wool, Polyester",Brand_1,"Eco-friendly, Streetwear, Cottagecore",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.295076
220.0,220.0,"COATS, BLAZERS, T-SHIRTS","White, Red, Polka Dot","Polyester, Velvet",Brand_15,,Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.300871
146.0,146.0,"OVERSIZE TEE, BEACH WEAR, SWEATSHIRTS","Crimson, Black, Sky Blue","Rayon, Jacquard",Brand_13,"Streetwear, Preppy, Office Wear",Dark Skin,Petite Friendly,,2025-11-19 14:56:19.290685
413.0,413.0,"POLOS, BEACH WEAR, BLAZERS","Off-white, White, Grey","Bamboo, Wool",Brand_12,"Y2K, Formal, Cottagecore",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.325320
